output1	output2	output3
3.76440916862317	3.75899785746898	3.75311131285703
-3.67732928171505	3.75899785746898	3.75311131285703
0.723076881680379	-3.66945430051915	3.75311131285703
-0.620037427617081	-3.66945430051915	3.75311131285703
3.76440916862317	3.75899785746898	3.75311131285703
-0.561657778338396	0.723863443707075	0.718628185117529
-0.566661201562716	-0.617141897012514	-0.622089399636319
0.211561770098172	-0.241565434698668	-0.246593529371096
-0.628128845174678	-0.651750713059922	-0.656690789245531
1.17178872697972	-0.482945261661197	-0.487921560503206
1.23983136828279	0.541047690690615	0.535851661119749
-0.690720980293984	-0.214285358666945	-0.219319307159925
0.379727728352076	-0.558853915915057	-0.563813926105971
-0.669456121783346	-0.146278764209461	-0.151327305711634
-0.464113395427038	0.310321295898903	0.305174776120832
-0.361682032622332	-0.563849482725155	-0.568808420956019
-0.605441953567197	0.450348722960729	0.445172155779951
-0.688935138502034	0.21315151714789	0.208025848281203
-0.0335653499334298	-0.467956369471995	-0.472935884664467
-0.693989628694579	3.75899785746898	3.75311131285703
-0.17179421176965	-0.598475059836378	-0.603426568032417
0.103235963109874	-0.105603097589817	-0.110660367368735
-0.524797368580583	-0.62522060936307	-0.630166378438467
-0.563572078511678	1.42865203646418	1.42326554274082
-0.521400651270659	1.17187071816259	1.16653932515657
2.08923618181399	-0.566115543330319	-0.571073995304762
0.146338724988568	2.19878603886251	2.19323428803921
0.676479760680336	-0.0669552083889786	-0.0720207713195667
0.731173671805769	0.253611290158992	0.2484769393425
-0.692275129375629	1.23980651837889	1.23446054755486
-0.61419623852624	-0.687714461822981	-0.692646820825859
-0.661127315782451	0.381053419900806	0.375891722263234
0.538274213303443	1.63185423913105	1.62642414181843
-0.68451908605271	0.512332989546535	0.50714312164133
-0.0757141416624603	-0.66648299355925	-0.671419908458714
0.0164524026012904	-0.39857547104944	-0.403569874152365
0.0743073933933917	-0.66818291126934	-0.673119461396609
1.27187192745589	-0.685972494907601	-0.690905227705688
-0.528309285915261	-0.387620076633214	-0.392616830569506
-0.683466491291747	-0.461462697955546	-0.466443606574772
-0.46292976297153	0.264869899101253	0.259733132386934
-0.646363991101361	0.757449293456712	0.752206827939396
-0.401533042104061	-0.359192173676681	-0.364195027736829
-0.425309946324638	-0.60256934088997	-0.6075199705259
-0.491519382177628	-0.68593142417376	-0.690864165784899
3.05446088356826	-0.41568974334522	-0.420680474028802
-0.659449376833469	-0.655793549911174	-0.660732758575686
-0.550474307355283	-0.0315907023654526	-0.0366638538919059
-0.690204608226615	-0.69097797776633	-0.695909636476559
-0.690377079733919	-0.169602516163282	-0.174646052801891
-0.0552538020573011	0.407509612902404	0.402342238234968
1.6935291352436	0.104995804187724	0.0998933436190869
0.219667681164333	-0.522051384660518	-0.52701929202201
-0.0647984611140895	-0.665368215273584	-0.670305369384699
2.28419691627977	2.28393259654383	2.27836257477918
1.3063322169595	-0.560765210239257	-0.565724810300303
-0.435526740499867	-0.506772383720852	-0.511743569685
